Admitidos.Desligados,Competкncia.Declarada,Municнpio,Ano.Declarado,CBO.2002.Ocupaзгo,CNAE.1.0.Classe,CNAE.2.0.Classe,CNAE.2.0.Subclas,Faixa.Empr.Inнcio.Jan,Grau.Instruзгo,Qtd.Hora.Contrat,IBGE.Subsetor,Idade,Ind.Aprendiz,Ind.Portador.Defic,Raзa.Cor,Salбrio.Mensal,Saldo.Mov,Sexo,Tempo.Emprego,Tipo.Estab,Tipo.Defic,Tipo.Mov.Desagregado,UF,Bairros.SP,Bairros.Fortaleza,Bairros.RJ,Distritos.SP,Regiхes.Adm.DF,Mesorregiгo,Microrregiгo,Regiгo.Adm.RJ,Regiгo.Adm.SP,Regiгo.Corede,Regiгo.Corede.04,Regiгo.Gov.SP,Regiгo.Senac.PR,Regiгo.Senai.PR,Regiгo.Senai.SP,Sub.Regiгo.Senai.PR,Ind.Trab.Parcial,Ind.Trab.Intermitente
1,201407,351060,2014,251110,74993,82997,8299799,5,9,44,19,34,0,0,2,4000,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201407,410690,2014,251110,52434,47547,4754701,1,9,44,16,23,0,0,9,1500,1,2,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201407,410690,2014,251110,73202,72207,7220700,2,9,44,21,36,0,0,6,3000,-1,1,5,1,0,6,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201407,431440,2014,251110,73202,72207,7220700,1,9,44,21,23,0,0,2,800,1,2,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4307,43033,{с,999,18,20,999,99,{с,999,99,,
2,201407,430700,2014,251110,73202,72207,7220700,3,9,44,21,29,0,0,2,1200,-1,1,4,1,0,6,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201407,520870,2014,251110,74993,74901,7490199,1,9,44,19,27,0,0,2,3600,-1,1,4,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201408,211130,2014,251110,73202,72207,7220700,3,9,40,21,28,0,0,8,2592,1,1,0,1,0,2,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
1,201408,221060,2014,251110,92525,91023,9102301,6,9,44,21,22,0,0,2,4000,1,2,0,1,0,2,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
1,201408,221060,2014,251110,92525,91023,9102301,6,9,44,21,21,0,0,2,4000,1,2,0,1,0,2,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
2,201408,221060,2014,251110,92525,91023,9102301,6,9,44,21,22,0,0,2,4000,-1,2,9,1,0,4,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
1,201408,221060,2014,251110,92525,91023,9102301,6,9,44,21,26,0,0,9,4000,1,1,0,1,0,2,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
2,201408,261160,2014,251110,67121,66126,6612603,4,9,44,19,29,0,0,8,1900,-1,1,16,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
2,201408,292740,2014,251110,74160,85503,8550302,4,9,44,19,26,0,0,9,2500,-1,2,3,1,0,11,29,{с c,{с c,{с c,{с c,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
1,201408,310750,2014,251110,73202,72207,7220700,1,9,44,21,24,0,0,9,3000,1,2,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3110,31055,{с,999,{с,99,999,99,{с,999,99,,
1,201408,310750,2014,251110,73202,72207,7220700,1,9,44,21,24,0,0,9,3000,1,2,0,1,0,1,31,{с c,{с c,{с c,{с c,0,3110,31055,{с,999,{с,99,999,99,{с,999,99,,
1,201408,310750,2014,251110,73202,72207,7220700,1,9,44,21,33,0,0,9,3000,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3110,31055,{с,999,{с,99,999,99,{с,999,99,,
2,201408,330455,2014,251110,92525,91023,9102301,4,9,44,21,57,0,0,2,4526,-1,2,4,1,0,4,33,{с c,{с c,1430,{с c,0,3306,33018,7,999,{с,99,999,99,{с,999,99,,
2,201408,351518,2014,251110,73202,72207,7220700,3,9,44,21,23,0,0,2,1068,-1,2,5,1,0,6,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201408,351518,2014,251110,73202,72207,7220700,3,9,44,21,34,0,0,2,1200,1,1,0,1,0,25,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
2,201408,355030,2014,251110,51390,46397,4639701,4,9,44,17,51,0,0,8,4602,-1,1,91,1,0,4,35,7,{с c,{с c,47,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201408,355030,2014,251110,74209,71111,7111100,4,9,44,19,43,0,0,2,3000,1,2,0,1,0,2,35,{с c,{с c,{с c,69,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201408,355030,2014,251110,74209,71120,7112000,4,9,44,19,26,0,0,2,3521,-1,2,8,1,0,4,35,292,{с c,{с c,43,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201408,352490,2014,251110,24732,20631,2063100,5,9,44,10,25,0,0,2,2100,-1,2,31,1,0,4,35,9999,{с c,{с c,9999,0,3513,35053,{с,11,{с,99,7,99,{с,44,99,,
1,201408,351060,2014,251110,74993,82997,8299799,5,9,44,19,31,0,0,2,4087,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201408,351060,2014,251110,74993,82997,8299799,5,9,44,19,25,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201408,351060,2014,251110,74993,82997,8299799,5,9,44,19,24,0,0,2,3801,-1,1,10,1,0,6,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201408,351060,2014,251110,74993,82997,8299799,5,9,44,19,26,0,0,2,3258,-1,2,11,1,0,6,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201408,410690,2014,251110,73202,72207,7220700,2,9,44,21,29,0,0,6,3040,-1,2,3,1,0,11,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201408,411915,2014,251110,74209,71120,7112000,5,9,44,19,24,0,0,8,6700,1,1,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
1,201408,430700,2014,251110,73202,72207,7220700,3,9,44,21,27,0,0,2,1500,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201408,520870,2014,251110,74993,74901,7490199,1,9,44,19,21,0,0,2,3600,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201409,130260,2014,251110,74306,71201,7120100,5,9,44,19,25,0,0,8,3210,-1,1,12,1,0,4,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
1,201409,150140,2014,251110,73202,72207,7220700,9,9,44,21,33,0,0,8,5199,1,2,0,1,0,2,15,{с c,{с c,{с c,{с c,0,1503,15007,{с,999,{с,99,999,99,{с,999,99,,
2,201409,261160,2014,251110,74209,71120,7112000,7,9,44,19,36,0,0,2,8600,-1,1,11,1,0,4,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201409,260940,2014,251110,74128,69206,6920601,3,9,44,19,43,0,0,2,2100,1,1,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201409,330455,2014,251110,73202,72207,7220700,1,9,40,21,32,0,0,2,10516,1,2,0,1,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201409,330070,2014,251110,52450,47512,4751201,1,9,44,16,43,0,0,2,907,1,2,0,1,0,2,33,{с c,{с c,9999,{с c,0,3304,33010,99,999,{с,99,999,99,{с,999,99,,
1,201409,355030,2014,251110,74993,82997,8299799,5,9,40,19,35,0,0,2,5600,1,1,0,1,0,2,35,134,{с c,{с c,71,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201409,350950,2014,251110,74128,69206,6920602,4,9,44,19,32,0,0,2,5500,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3507,35032,{с,4,{с,99,15,99,{с,9,99,,
2,201409,355030,2014,251110,52329,47814,4781400,1,9,44,16,27,0,0,2,962,-1,2,14,1,0,4,35,909,{с c,{с c,74,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201409,410690,2014,251110,73202,72207,7220700,2,9,44,21,28,0,0,6,3570,-1,2,6,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201409,431560,2014,251110,73202,72207,7220700,1,9,44,21,25,0,0,2,2000,-1,2,3,1,0,11,43,{с c,{с c,{с c,{с c,0,4307,43035,{с,999,18,20,999,99,{с,999,99,,
1,201409,510340,2014,251110,74993,74901,7490199,2,9,44,19,29,0,0,8,3200,1,2,0,1,0,2,51,{с c,{с c,{с c,{с c,0,5104,51017,{с,999,{с,99,999,99,{с,999,99,,
1,201410,211130,2014,251110,74160,85503,8550302,8,9,40,19,37,0,0,2,11067,1,1,0,1,0,2,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
1,201410,211130,2014,251110,73202,72207,7220700,3,9,44,21,23,0,0,8,2266,1,1,0,1,0,2,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
1,201410,211130,2014,251110,73202,72207,7220700,3,9,44,21,25,0,0,8,6452,1,1,0,1,0,2,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
2,201410,211130,2014,251110,73202,72207,7220700,3,9,44,21,27,0,0,8,2592,-1,2,7,1,0,6,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
2,201410,211130,2014,251110,73202,72207,7220700,3,9,44,21,28,0,0,8,2592,-1,2,7,1,0,6,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
2,201410,221060,2014,251110,92525,91023,9102301,6,9,44,21,45,0,0,9,4000,-1,1,5,1,0,4,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
1,201410,261070,2014,251110,74160,70204,7020400,1,9,44,19,41,0,0,8,1600,1,1,0,1,0,1,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201410,261070,2014,251110,74160,70204,7020400,1,9,44,19,18,0,0,8,1600,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
2,201410,291072,2014,251110,74209,71120,7112000,2,9,44,19,25,0,0,8,4159,-1,1,13,1,0,4,29,{с c,{с c,{с c,{с c,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
2,201410,311750,2014,251110,73202,72207,7220700,1,9,44,21,28,0,0,8,1500,-1,2,4,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31028,{с,999,{с,99,999,99,{с,999,99,,
2,201410,330455,2014,251110,55220,56112,5611203,2,9,44,21,27,0,0,2,880,-1,2,3,1,0,6,33,{с c,{с c,750,{с c,0,3306,33018,6,999,{с,99,999,99,{с,999,99,,
2,201410,330070,2014,251110,52450,47512,4751201,1,9,44,16,43,0,0,2,907,-1,2,2,1,0,43,33,{с c,{с c,9999,{с c,0,3304,33010,99,999,{с,99,999,99,{с,999,99,,
1,201410,351060,2014,251110,74993,82997,8299799,5,9,44,19,32,0,0,2,4087,1,2,0,1,0,1,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201410,351060,2014,251110,74993,82997,8299799,5,9,44,19,40,0,0,2,3503,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201410,355030,2014,251110,73202,72207,7220700,4,9,44,21,25,0,0,2,3382,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201410,355030,2014,251110,73202,72207,7220700,4,9,44,21,27,0,0,2,3382,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201410,350750,2014,251110,52310,47555,4755503,4,9,44,16,21,0,0,2,1088,-1,2,47,1,0,4,35,9999,{с c,{с c,9999,0,3504,35023,{с,15,{с,99,10,99,{с,7,99,,
2,201410,351060,2014,251110,74993,82997,8299799,5,9,44,19,23,0,0,2,4087,-1,1,16,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201410,351060,2014,251110,74993,82997,8299799,5,9,44,19,27,0,0,2,4087,-1,1,7,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201410,355030,2014,251110,45225,42111,4211101,1,9,44,15,34,0,0,8,7613,-1,1,8,1,0,6,35,1135,{с c,{с c,39,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201410,410690,2014,251110,73202,72207,7220700,2,9,44,21,28,0,0,6,3000,1,2,0,1,0,2,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201410,410690,2014,251110,73202,72207,7220700,2,9,44,21,33,0,0,6,3040,-1,1,4,1,0,4,41,{с c,{с c,{с c,{с c,0,4110,41037,{с,999,{с,99,999,7,2,999,1,,
2,201410,420540,2014,251110,73202,72207,7220700,1,9,44,21,26,0,0,9,818,-1,1,36,1,0,4,42,{с c,{с c,{с c,{с c,0,4205,42016,{с,999,{с,99,999,99,{с,999,99,,
2,201410,520970,2014,251110,73202,72207,7220700,1,9,44,21,34,0,0,8,805,-1,2,5,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201411,130260,2014,251110,74306,71201,7120100,5,9,44,19,23,0,0,8,1284,-1,2,14,1,0,4,13,{с c,{с c,{с c,{с c,0,1303,13007,{с,999,{с,99,999,99,{с,999,99,,
2,201411,211130,2014,251110,73202,72207,7220700,3,9,44,21,36,0,0,8,6452,-1,2,10,1,0,4,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
2,201411,211130,2014,251110,73202,72207,7220700,3,9,44,21,29,0,0,8,2880,-1,1,3,1,0,4,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
2,201411,211130,2014,251110,73202,72207,7220700,3,9,44,21,23,0,0,8,2266,-1,1,1,1,0,4,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
2,201411,211130,2014,251110,73202,72207,7220700,3,9,44,21,42,0,0,8,2880,-1,2,8,1,0,4,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
1,201411,211130,2014,251110,73202,72207,7220700,3,9,40,21,25,0,0,8,2880,1,1,0,1,0,2,21,{с c,{с c,{с c,{с c,0,2101,21002,{с,999,{с,99,999,99,{с,999,99,,
1,201411,221060,2014,251110,92525,91023,9102301,6,9,44,21,30,0,0,2,6350,1,1,0,1,0,2,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
2,201411,230440,2014,251110,74209,71120,7112000,6,9,44,19,30,0,0,8,3840,-1,1,29,1,0,6,23,{с c,{с c,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201411,240810,2014,251110,73202,72207,7220700,2,9,44,21,25,0,0,9,3500,1,1,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201411,240810,2014,251110,73202,72207,7220700,2,9,44,21,27,0,0,9,3500,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201411,240810,2014,251110,73202,72207,7220700,2,9,44,21,38,0,0,9,3500,1,1,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201411,240810,2014,251110,73202,72207,7220700,2,9,44,21,28,0,0,9,3500,1,2,0,1,0,2,24,{с c,{с c,{с c,{с c,0,2404,24018,{с,999,{с,99,999,99,{с,999,99,,
1,201411,270430,2014,251110,45292,42235,4223500,6,9,44,15,25,0,0,2,1900,1,1,0,1,0,2,27,{с c,{с c,{с c,{с c,0,2703,27011,{с,999,{с,99,999,99,{с,999,99,,
2,201411,270430,2014,251110,45217,41204,4120400,3,9,44,15,26,0,0,2,1605,-1,2,9,1,0,4,27,{с c,{с c,{с c,{с c,0,2703,27011,{с,999,{с,99,999,99,{с,999,99,,
2,201411,310620,2014,251110,74209,71197,7119702,3,9,44,19,27,0,0,9,2200,-1,1,7,1,0,6,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,201411,314800,2014,251110,74209,71120,7112000,2,9,44,19,27,0,0,2,3126,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3105,31020,{с,999,{с,99,999,99,{с,999,99,,
1,201411,330455,2014,251110,92525,91023,9102301,4,9,44,21,48,0,0,2,5000,1,2,0,1,0,2,33,{с c,{с c,1430,{с c,0,3306,33018,7,999,{с,99,999,99,{с,999,99,,
2,201411,330455,2014,251110,74209,71120,7112000,4,9,44,19,26,0,0,2,2930,-1,2,14,1,0,4,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201411,355030,2014,251110,73202,72207,7220700,4,9,44,21,33,0,0,2,5738,-1,1,53,1,0,4,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201411,355030,2014,251110,73202,72207,7220700,4,9,44,21,24,0,0,2,3382,1,1,0,1,0,1,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201411,355030,2014,251110,73202,72207,7220700,4,9,44,21,28,0,0,2,3382,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201411,355030,2014,251110,74993,82997,8299799,5,9,40,19,42,0,0,2,7890,1,2,0,1,0,2,35,134,{с c,{с c,71,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201411,351060,2014,251110,74993,82997,8299799,5,9,44,19,34,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201411,351060,2014,251110,74993,82997,8299799,5,9,44,19,30,0,0,2,5375,-1,2,12,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201411,351380,2014,251110,74209,71120,7112000,1,9,44,19,39,0,0,8,7746,-1,1,9,1,0,4,35,9999,{с c,{с c,9999,0,3515,35061,{с,13,{с,99,1,99,{с,13,99,,
2,201411,351380,2014,251110,74209,71120,7112000,1,9,44,19,25,0,0,2,2675,-1,1,8,1,0,4,35,9999,{с c,{с c,9999,0,3515,35061,{с,13,{с,99,1,99,{с,13,99,,
2,201411,351518,2014,251110,73202,72207,7220700,3,9,44,21,25,0,0,2,1200,-1,1,3,1,0,43,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201411,420460,2014,251110,80322,85325,8532500,9,9,40,23,34,0,0,2,4400,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201411,431490,2014,251110,73202,72207,7220700,1,9,40,21,35,0,0,2,6810,-1,2,6,1,0,4,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
1,201411,431490,2014,251110,74209,71120,7112000,5,9,44,19,35,0,0,2,3500,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201411,430700,2014,251110,73202,72207,7220700,3,9,44,21,26,0,0,2,1249,-1,2,32,1,0,6,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201411,520870,2014,251110,74993,74901,7490199,1,9,44,19,25,0,0,2,4500,-1,2,7,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201411,520870,2014,251110,80330,85333,8533300,4,9,44,23,51,0,0,8,4324,1,2,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201411,530010,2014,251110,74209,71197,7119703,3,9,44,19,23,0,0,8,6500,1,2,0,1,0,2,53,{с c,{с c,{с c,{с c,1,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
1,201412,261160,2014,251110,74209,71120,7112000,1,9,44,19,22,0,0,2,1500,1,1,0,1,0,1,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201412,261160,2014,251110,74209,71120,7112000,1,9,44,19,24,0,0,2,1500,1,2,0,1,0,1,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
1,201412,314800,2014,251110,74209,71197,7119799,5,9,10,19,30,0,0,2,953,1,2,0,1,0,25,31,{с c,{с c,{с c,{с c,0,3105,31020,{с,999,{с,99,999,99,{с,999,99,,
2,201412,311750,2014,251110,73202,72207,7220700,1,9,44,21,31,0,0,2,5440,-1,1,29,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31028,{с,999,{с,99,999,99,{с,999,99,,
2,201412,311750,2014,251110,73202,72207,7220700,1,9,44,21,24,0,0,2,3600,-1,2,26,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31028,{с,999,{с,99,999,99,{с,999,99,,
1,201412,320530,2014,251110,90000,37011,3701100,4,9,44,14,27,0,0,2,2500,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,201412,320530,2014,251110,90000,37011,3701100,4,9,44,14,39,0,0,2,2500,1,1,0,1,0,2,32,{с c,{с c,{с c,{с c,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
2,201412,330455,2014,251110,55220,56112,5611203,2,9,44,21,19,0,0,2,880,-1,2,9,1,0,6,33,{с c,{с c,750,{с c,0,3306,33018,6,999,{с,99,999,99,{с,999,99,,
2,201412,330455,2014,251110,55220,56112,5611203,2,9,44,21,41,0,0,2,880,-1,2,8,1,0,5,33,{с c,{с c,750,{с c,0,3306,33018,6,999,{с,99,999,99,{с,999,99,,
2,201412,330455,2014,251110,60240,49221,4922102,9,9,44,20,28,0,0,8,2085,-1,1,33,1,0,4,33,{с c,{с c,1330,{с c,0,3306,33018,10,999,{с,99,999,99,{с,999,99,,
2,201412,330455,2014,251110,74403,73114,7311400,3,9,44,19,47,0,0,2,2087,-1,2,112,1,0,4,33,{с c,{с c,160,{с c,0,3306,33018,17,999,{с,99,999,99,{с,999,99,,
1,201412,330455,2014,251110,73202,72207,7220700,1,9,40,21,38,0,0,2,5889,1,2,0,1,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201412,330455,2014,251110,73202,72207,7220700,1,9,40,21,32,0,0,2,11497,1,2,0,1,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201412,355030,2014,251110,73202,72207,7220700,4,9,44,21,27,0,0,2,3382,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201412,351060,2014,251110,74993,82997,8299799,5,9,44,19,24,0,0,2,3503,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201412,351060,2014,251110,74993,82997,8299799,5,9,44,19,26,0,0,2,4087,1,1,0,1,0,1,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
1,201412,351060,2014,251110,74993,82997,8299799,5,9,44,19,29,0,0,2,4087,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201412,351060,2014,251110,74993,82997,8299799,5,9,44,19,25,0,0,2,3503,-1,2,4,1,0,6,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201412,351060,2014,251110,74993,82997,8299799,5,9,44,19,42,0,0,2,4050,-1,1,6,1,0,4,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,31,99,,
2,201412,355030,2014,251110,74993,82997,8299799,5,9,40,19,37,0,0,2,5638,-1,2,8,1,0,4,35,134,{с c,{с c,71,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201412,420460,2014,251110,80322,85325,8532500,9,9,40,23,35,0,0,2,4255,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
2,201412,431440,2014,251110,73202,72207,7220700,1,9,44,21,23,0,0,2,800,-1,2,6,1,0,4,43,{с c,{с c,{с c,{с c,0,4307,43033,{с,999,18,20,999,99,{с,999,99,,
1,201412,431490,2014,251110,73202,72207,7220700,1,9,44,21,35,0,0,8,3617,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201412,510340,2014,251110,74993,74901,7490199,2,9,44,19,29,0,0,8,3840,-1,2,20,1,0,4,51,{с c,{с c,{с c,{с c,0,5104,51017,{с,999,{с,99,999,99,{с,999,99,,
1,201412,520870,2014,251110,24520,21211,2121101,7,9,44,10,27,0,0,8,2557,1,2,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201412,521250,2014,251110,74993,74901,7490199,3,9,44,19,26,0,0,9,5000,1,2,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5204,52012,{с,999,{с,99,999,99,{с,999,99,,
2,201412,520870,2014,251110,74993,74901,7490199,1,9,44,19,27,0,0,2,4000,-1,2,9,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201412,520870,2014,251110,74993,74901,7490199,1,9,44,19,36,0,0,2,3800,-1,1,8,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201501,221060,2015,251110,92525,91023,9102301,6,9,44,21,22,0,0,2,4000,-1,2,5,1,0,6,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
2,201501,221060,2015,251110,92525,91023,9102301,6,9,44,21,35,0,0,2,6350,-1,1,23,1,0,4,22,{с c,{с c,{с c,{с c,0,2203,22011,{с,999,{с,99,999,99,{с,999,99,,
