Admitidos.Desligados,Competкncia.Declarada,Municнpio,Ano.Declarado,CBO.2002.Ocupaзгo,CNAE.1.0.Classe,CNAE.2.0.Classe,CNAE.2.0.Subclas,Faixa.Empr.Inнcio.Jan,Grau.Instruзгo,Qtd.Hora.Contrat,IBGE.Subsetor,Idade,Ind.Aprendiz,Ind.Portador.Defic,Raзa.Cor,Salбrio.Mensal,Saldo.Mov,Sexo,Tempo.Emprego,Tipo.Estab,Tipo.Defic,Tipo.Mov.Desagregado,UF,Bairros.SP,Bairros.Fortaleza,Bairros.RJ,Distritos.SP,Regiхes.Adm.DF,Mesorregiгo,Microrregiгo,Regiгo.Adm.RJ,Regiгo.Adm.SP,Regiгo.Corede,Regiгo.Corede.04,Regiгo.Gov.SP,Regiгo.Senac.PR,Regiгo.Senai.PR,Regiгo.Senai.SP,Sub.Regiгo.Senai.PR,Ind.Trab.Parcial,Ind.Trab.Intermitente
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,31,0,0,2,2891,1,1,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,46,0,0,2,7036,1,1,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,38,0,0,8,3616,1,1,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,28,0,0,8,1648,1,1,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,44,0,0,2,4967,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,42,0,0,2,7036,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,34,0,0,8,2891,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,23,0,0,8,2891,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,57,0,0,8,2891,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201104,330455,2011,251110,74993,74901,7490199,1,9,40,19,28,0,0,8,4277,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
2,201104,330430,2011,251110,74993,82997,8299799,1,9,44,19,46,0,0,2,7036,-1,1,2,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33016,99,999,{с,99,999,99,{с,999,99,,
2,201104,330430,2011,251110,74993,82997,8299799,1,9,44,19,38,0,0,2,3616,-1,1,2,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33016,99,999,{с,99,999,99,{с,999,99,,
2,201104,330430,2011,251110,74993,82997,8299799,1,9,44,19,28,0,0,2,4967,-1,1,2,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33016,99,999,{с,99,999,99,{с,999,99,,
2,201104,330430,2011,251110,74993,82997,8299799,1,9,44,19,42,0,0,2,7036,-1,2,2,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33016,99,999,{с,99,999,99,{с,999,99,,
2,201104,330430,2011,251110,74993,82997,8299799,1,9,44,19,44,0,0,2,4967,-1,2,2,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33016,99,999,{с,99,999,99,{с,999,99,,
2,201104,330430,2011,251110,74993,82997,8299799,1,9,44,19,28,0,0,2,4277,-1,2,2,1,0,6,33,{с c,{с c,9999,{с c,0,3306,33016,99,999,{с,99,999,99,{с,999,99,,
2,201104,420460,2011,251110,80322,85325,8532500,9,9,40,23,31,0,0,2,2538,-1,1,8,1,0,6,42,{с c,{с c,{с c,{с c,0,4206,42019,{с,999,{с,99,999,99,{с,999,99,,
1,201104,355030,2011,251110,70106,68102,6810201,5,9,44,19,24,0,0,2,3000,1,1,0,1,0,2,35,292,{с c,{с c,43,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201104,430700,2011,251110,73202,72207,7220700,3,9,40,21,23,0,0,2,825,-1,2,10,1,0,6,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201104,520800,2011,251110,45217,41204,4120400,1,9,44,15,42,0,0,8,1800,1,1,0,3,0,2,52,{с c,{с c,{с c,{с c,0,5204,52012,{с,999,{с,99,999,99,{с,999,99,,
1,201104,520870,2011,251110,73202,72207,7220700,1,9,44,21,42,0,0,2,4000,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201105,172100,2011,251110,80322,85325,8532500,8,9,40,23,22,0,0,8,5000,1,2,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
2,201105,230440,2011,251110,50105,45111,4511101,3,9,44,16,28,0,0,2,3122,-1,1,23,1,0,4,23,{с c,21,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201105,260640,2011,251110,50105,45111,4511102,3,9,44,16,27,0,0,2,1662,-1,1,61,1,0,4,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
1,201105,310620,2011,251110,50105,45111,4511101,6,9,44,16,29,0,0,2,2300,1,2,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201105,313110,2011,251110,45128,43126,4312600,1,9,44,15,30,0,0,2,9000,-1,1,5,1,0,4,31,{с c,{с c,{с c,{с c,0,3106,31025,{с,999,{с,99,999,99,{с,999,99,,
1,201105,313110,2011,251110,45128,43126,4312600,1,9,44,15,25,0,0,2,4500,1,2,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3106,31025,{с,999,{с,99,999,99,{с,999,99,,
1,201105,313110,2011,251110,45128,43126,4312600,1,9,44,15,31,0,0,2,4500,1,1,0,1,0,2,31,{с c,{с c,{с c,{с c,0,3106,31025,{с,999,{с,99,999,99,{с,999,99,,
1,201105,430700,2011,251110,73202,72207,7220700,3,9,40,21,23,0,0,2,715,1,2,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201105,430700,2011,251110,73202,72207,7220700,3,9,40,21,26,0,0,2,715,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201106,230440,2011,251110,50105,45111,4511101,3,9,44,16,35,0,0,2,2222,-1,2,36,1,0,4,23,{с c,21,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201106,230440,2011,251110,50105,45111,4511101,3,9,44,16,29,0,0,2,610,1,1,0,1,0,2,23,{с c,21,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201106,260640,2011,251110,50105,45111,4511102,3,9,44,16,22,0,0,2,695,-1,1,10,1,0,4,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
1,201106,260640,2011,251110,50105,45111,4511102,3,9,44,16,20,0,0,2,327,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
1,201106,260640,2011,251110,50105,45111,4511102,3,9,44,16,29,0,0,2,254,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
2,201106,311860,2011,251110,51527,46893,4689301,2,9,44,17,33,0,0,2,3220,-1,1,13,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
2,201106,330455,2011,251110,74209,71120,7112000,7,9,40,19,28,0,0,8,4367,-1,2,7,1,0,6,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201106,330455,2011,251110,74209,71120,7112000,7,9,40,19,26,0,0,8,4367,-1,2,7,1,0,6,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201106,330455,2011,251110,74209,71120,7112000,7,9,40,19,34,0,0,2,6322,-1,2,4,1,0,6,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201106,330455,2011,251110,74209,71120,7112000,7,9,40,19,26,0,0,8,4367,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201106,355030,2011,251110,73105,72100,7210000,4,9,44,21,27,0,0,2,1671,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201106,355645,2011,251110,24538,21220,2122000,7,9,44,10,29,0,0,2,2598,-1,1,135,1,0,4,35,9999,{с c,{с c,9999,0,3515,35060,{с,13,{с,99,1,99,{с,31,99,,
1,201106,355030,2011,251110,74160,70204,7020400,2,9,44,19,31,0,0,2,1500,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201106,355410,2011,251110,74993,82997,8299799,1,9,44,19,31,0,0,2,1086,1,1,0,1,0,2,35,9999,{с c,{с c,9999,0,3513,35050,{с,11,{с,99,8,99,{с,51,99,,
2,201106,351518,2011,251110,73202,72207,7220700,3,9,44,21,25,0,0,2,2000,-1,2,3,1,0,43,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201106,351518,2011,251110,73202,72207,7220700,3,9,44,21,23,0,0,2,1250,1,1,0,1,0,25,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201106,351518,2011,251110,73202,72207,7220700,3,9,44,21,46,0,0,2,1250,1,1,0,1,0,25,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
1,201106,421315,2011,251110,74160,70204,7020400,2,9,44,19,25,0,0,9,3745,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
1,201106,430700,2011,251110,73202,72207,7220700,3,9,40,21,29,0,0,2,715,1,2,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201106,520870,2011,251110,91995,94995,9499500,6,9,10,21,26,0,0,2,2000,1,1,0,1,0,1,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201106,530010,2011,251110,74209,71120,7112000,5,9,44,19,37,0,0,2,10382,1,2,0,1,0,2,53,{с c,{с c,{с c,{с c,1,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,31,0,0,8,1200,1,1,0,1,0,2,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,33,0,0,4,4000,1,1,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,31,0,0,4,5000,1,1,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,45,0,0,8,4000,1,1,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,35,0,0,8,4000,1,1,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,30,0,0,8,4000,1,1,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,39,0,0,8,4000,1,1,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,53,0,0,8,5000,1,2,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,29,0,0,8,1200,1,2,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,39,0,0,8,1200,1,2,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,31,0,0,8,5000,1,2,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
1,201107,172100,2011,251110,80322,85325,8532500,8,9,40,23,23,0,0,8,1200,1,2,0,1,0,25,17,{с c,{с c,{с c,{с c,0,1702,17006,{с,999,{с,99,999,99,{с,999,99,,
2,201107,230440,2011,251110,74209,71120,7112000,2,9,44,19,46,0,0,8,1871,-1,2,21,1,0,4,23,{с c,46,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201107,260640,2011,251110,50105,45111,4511102,3,9,44,16,29,0,0,2,254,-1,2,1,1,0,11,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
2,201107,292740,2011,251110,74160,85503,8550302,4,9,40,19,38,0,0,8,1500,-1,1,2,1,0,11,29,{с c,{с c,{с c,{с c,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
2,201107,313110,2011,251110,45128,43126,4312600,1,9,44,15,26,0,0,2,4500,-1,2,2,1,0,6,31,{с c,{с c,{с c,{с c,0,3106,31025,{с,999,{с,99,999,99,{с,999,99,,
1,201107,330455,2011,251110,74209,71120,7112000,7,9,40,19,33,0,0,2,6322,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201107,330455,2011,251110,74209,71120,7112000,7,9,40,19,25,0,0,2,4367,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201107,330455,2011,251110,74209,71120,7112000,7,9,40,19,32,0,0,2,4367,1,1,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201107,330455,2011,251110,92525,91023,9102301,4,9,44,21,51,0,0,8,8586,-1,2,42,1,0,4,33,{с c,{с c,160,{с c,0,3306,33018,17,999,{с,99,999,99,{с,999,99,,
2,201107,355030,2011,251110,74209,71111,7111100,9,9,44,19,47,0,0,2,3408,-1,2,16,1,0,4,35,1791,{с c,{с c,38,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201107,355030,2011,251110,22152,58123,5812300,7,9,44,8,31,0,0,2,3748,-1,2,11,1,0,6,35,2,{с c,{с c,6,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201107,421315,2011,251110,74160,70204,7020400,2,9,44,19,25,0,0,9,3745,-1,1,2,1,0,11,42,{с c,{с c,{с c,{с c,0,4201,42002,{с,999,{с,99,999,99,{с,999,99,,
2,201107,431490,2011,251110,74209,71120,7112000,6,9,44,19,28,0,0,2,1225,-1,1,32,1,0,4,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201107,431490,2011,251110,74209,71120,7112000,6,9,44,19,33,0,0,2,1225,-1,2,32,1,0,4,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201107,431490,2011,251110,74209,71120,7112000,6,9,44,19,27,0,0,2,1225,-1,2,32,1,0,4,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201107,431490,2011,251110,74209,71120,7112000,6,9,44,19,26,0,0,2,1225,-1,2,32,1,0,4,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
2,201107,520800,2011,251110,45217,41204,4120400,1,9,44,15,42,0,0,8,1815,-1,1,3,3,0,4,52,{с c,{с c,{с c,{с c,0,5204,52012,{с,999,{с,99,999,99,{с,999,99,,
2,201107,520870,2011,251110,74993,82113,8211300,3,9,44,19,24,0,0,2,2014,-1,1,16,1,0,4,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201108,330455,2011,251110,74993,74901,7490199,1,9,40,19,24,0,0,2,890,1,1,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201108,330455,2011,251110,74993,74901,7490199,1,9,40,19,41,0,0,4,4277,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201108,330455,2011,251110,74209,71120,7112000,7,9,40,19,23,0,0,8,4367,1,2,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,201108,355030,2011,251110,45225,42111,4211101,6,9,44,15,38,0,0,6,14314,-1,1,195,1,0,4,35,240,{с c,{с c,33,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,351340,2011,251110,27510,24512,2451200,9,9,44,3,23,0,0,2,1200,1,2,0,1,0,25,35,9999,{с c,{с c,9999,0,3513,35051,{с,11,{с,99,5,99,{с,11,99,,
2,201108,355030,2011,251110,73105,72100,7210000,4,9,44,21,36,0,0,2,1671,-1,1,30,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,351050,2011,251110,85111,86101,8610101,7,9,44,22,33,0,0,2,3600,1,2,0,1,0,1,35,9999,{с c,{с c,9999,0,3513,35054,{с,11,{с,99,4,99,{с,44,99,,
2,201108,355030,2011,251110,52450,47512,4751200,4,9,44,16,55,0,0,2,1172,-1,1,70,1,0,4,35,248,{с c,{с c,32,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,1000,-1,2,0,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,1000,-1,2,1,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,41,0,0,9,1000,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,33,0,0,2,1000,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,29,0,0,2,1000,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,10000,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,355030,2011,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,1000,1,2,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201108,520870,2011,251110,73202,72207,7220700,1,9,44,21,33,0,0,2,1090,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
1,201108,520870,2011,251110,73202,72207,7220700,1,9,44,21,40,0,0,2,1090,1,1,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52010,{с,999,{с,99,999,99,{с,999,99,,
2,201109,120040,2011,251110,80993,85996,8599699,1,9,40,23,34,0,0,8,1432,-1,1,63,1,0,4,12,{с c,{с c,{с c,{с c,0,1202,12004,{с,999,{с,99,999,99,{с,999,99,,
1,201109,150140,2011,251110,74160,85503,8550302,9,9,44,19,35,0,0,8,2835,1,1,0,1,0,2,15,{с c,{с c,{с c,{с c,0,1503,15007,{с,999,{с,99,999,99,{с,999,99,,
2,201109,260640,2011,251110,50105,45111,4511102,3,9,44,16,20,0,0,2,472,-1,2,3,1,0,11,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
1,201109,260640,2011,251110,50105,45111,4511102,3,9,44,16,27,0,0,2,851,1,1,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2603,26008,{с,999,{с,99,999,99,{с,999,99,,
1,201109,261160,2011,251110,74209,71120,7112000,9,9,44,19,51,0,0,2,14827,1,2,0,1,0,2,26,{с c,{с c,{с c,{с c,0,2605,26017,{с,999,{с,99,999,99,{с,999,99,,
2,201109,292530,2011,251110,91995,94308,9430800,3,9,44,21,27,0,0,8,1718,-1,2,33,1,0,6,29,{с c,{с c,{с c,{с c,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
2,201109,330455,2011,251110,74209,71120,7112000,7,9,40,19,27,0,0,2,6374,-1,1,6,1,0,6,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201109,350570,2011,251110,51691,46630,4663000,4,9,44,17,51,0,0,8,1500,1,2,0,1,0,2,35,9999,{с c,{с c,9999,0,3515,35057,{с,13,{с,99,1,99,{с,20,99,,
1,201109,355030,2011,251110,74160,70204,7020400,2,9,44,19,27,0,0,2,1500,1,1,0,1,0,1,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201109,355030,2011,251110,74160,70204,7020400,2,9,44,19,27,0,0,2,1500,-1,1,0,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201109,355030,2011,251110,74160,70204,7020400,2,9,44,19,33,0,0,2,1000,-1,1,0,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,201109,355030,2011,251110,74160,70204,7020400,2,9,44,19,29,0,0,2,1000,-1,1,0,1,0,6,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201109,351518,2011,251110,73202,72207,7220700,3,9,44,21,23,0,0,2,545,1,1,0,1,0,25,35,9999,{с c,{с c,9999,0,3507,35030,{с,4,{с,99,20,99,{с,30,99,,
2,201109,430700,2011,251110,73202,72207,7220700,3,9,40,21,27,0,0,2,715,-1,1,5,1,0,4,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201109,430700,2011,251110,73202,72207,7220700,3,9,40,21,24,0,0,4,1000,1,1,0,1,0,1,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
2,201110,150140,2011,251110,74160,85503,8550302,9,9,44,19,36,0,0,8,2835,-1,1,2,1,0,43,15,{с c,{с c,{с c,{с c,0,1503,15007,{с,999,{с,99,999,99,{с,999,99,,
1,201110,230440,2011,251110,50105,45111,4511102,6,9,44,16,47,0,0,2,0,1,1,0,1,0,2,23,{с c,32,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201110,230440,2011,251110,50105,45111,4511102,6,9,44,16,36,0,0,2,544,1,1,0,1,0,2,23,{с c,32,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201110,230440,2011,251110,50105,45111,4511102,6,9,44,16,33,0,0,2,223,1,1,0,1,0,2,23,{с c,32,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201110,230440,2011,251110,74993,82113,8211300,1,9,44,19,35,0,0,2,600,1,1,0,1,0,2,23,{с c,20,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201110,230440,2011,251110,50105,45111,4511102,6,9,44,16,29,0,0,2,2717,-1,1,13,1,0,4,23,{с c,32,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
2,201110,230440,2011,251110,50105,45111,4511102,6,9,44,16,36,0,0,2,412,-1,1,1,1,0,6,23,{с c,32,{с c,{с c,0,2303,23016,{с,999,{с,99,999,99,{с,999,99,,
1,201110,330455,2011,251110,74209,71120,7112000,7,9,40,19,22,0,0,2,4582,1,2,0,1,0,2,33,{с c,{с c,370,{с c,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,201110,330455,2011,251110,74993,74901,7490199,1,9,40,19,30,0,0,2,4277,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201110,330455,2011,251110,74993,74901,7490199,1,9,40,19,26,0,0,8,890,1,2,0,3,0,2,33,{с c,{с c,1170,{с c,0,3306,33018,8,999,{с,99,999,99,{с,999,99,,
1,201110,355030,2011,251110,74160,70204,7020400,2,9,44,19,43,0,0,2,3000,1,1,0,1,0,2,35,39,{с c,{с c,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,201110,420540,2011,251110,73202,72207,7220700,1,9,44,21,23,0,0,9,818,1,1,0,1,0,1,42,{с c,{с c,{с c,{с c,0,4205,42016,{с,999,{с,99,999,99,{с,999,99,,
1,201110,421870,2011,251110,73202,72207,7220700,1,9,44,21,32,0,0,2,788,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201110,421870,2011,251110,73202,72207,7220700,1,9,44,21,23,0,0,2,788,1,1,0,1,0,2,42,{с c,{с c,{с c,{с c,0,4206,42018,{с,999,{с,99,999,99,{с,999,99,,
1,201110,431490,2011,251110,74209,71120,7112000,7,9,44,19,33,0,0,2,3800,1,1,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4305,43026,{с,999,11,12,999,99,{с,999,99,,
1,201110,430700,2011,251110,73202,72207,7220700,3,9,40,21,36,0,0,8,2000,1,2,0,1,0,2,43,{с c,{с c,{с c,{с c,0,4301,43004,{с,999,14,16,999,99,{с,999,99,,
1,201110,520110,2011,251110,24511,21106,2110600,5,9,44,10,24,0,0,2,1500,1,2,0,1,0,2,52,{с c,{с c,{с c,{с c,0,5203,52007,{с,999,{с,99,999,99,{с,999,99,,
2,201110,520110,2011,251110,24511,21106,2110600,5,9,44,10,30,0,0,2,2500,-1,2,15,1,0,6,52,{с c,{с c,{с c,{с c,0,5203,52007,{с,999,{с,99,999,99,{с,999,99,,
2,201111,310620,2011,251110,75116,84116,8411600,9,9,30,24,29,0,0,8,5371,-1,2,12,1,0,4,31,{с c,{с c,{с c,{с c,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
