"Admitidos.Desligados";"Competência.Movimentação";"Município";"Ano.Movimentação";"CBO.94.Ocupação";"CBO.2002.Ocupação";"CNAE.1.0.Classe";"Faixa.Empr.Início.Jan";"Grau.Instrução";"Qtd.Hora.Contrat";"IBGE.Subsetor";"Idade";"Ind.Aprendiz";"Salário.Mensal";"Saldo.Mov";"Sexo";"Tempo.Emprego";"Tipo.Estab";"Tipo.Mov.Desagregado";"UF";"Competência.Declarada";"Bairros.SP";"Bairros.Fortaleza";"Bairros.RJ";"Distritos.SP";"Regiões.Adm.DF";"Mesorregião";"Microrregião";"Região.Adm.RJ";"Região.Adm.SP";"Região.Corede";"Região.Corede.04";"Região.Gov.SP";"Região.Senac.PR";"Região.Senai.PR";"Região.Senai.SP";"Sub.Região.Senai.PR";"Região.Metro.MTE";"CNAE.2.0.Subclas";"Raça.Cor";"Ind.Portador.Defic";"Tipo.Defic";"Ind.Trab.Parcial";"Ind.Trab.Intermitente"
2;201408;330455;2014;"19245";251110;55220;2;9;44;21;20;0;8;-1;2;6;1;6;33;201411;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
2;201409;330455;2014;"19245";251110;55220;2;9;44;21;24;0;8,8;-1;1;7;1;6;33;201411;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
1;201409;330455;2014;"19245";251110;55220;2;9;44;21;28;0;8,8;1;2;0;1;2;33;201411;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
2;201409;355030;2014;"19245";251110;74128;2;9;44;19;31;0;35,33;-1;2;20;1;4;35;201411;"1169";"{ñ c";"{ñ c";"5200";"{ñ c";3515;35061;"{ñ c";13;"{ñ c";99;1;99;"{ñ c";46;99;" 7";6920601;2;0;0;NA;NA
1;201412;351518;2014;"19245";251110;73202;3;9;44;21;20;0;9;1;2;0;1;1;35;201501;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201412;110020;2014;"19245";251110;52124;6;9;44;16;32;0;20;1;2;0;1;2;11;201501;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1101;11001;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4711302;8;0;0;NA;NA
1;201409;353060;2014;"19245";251110;60240;8;9;44;20;50;0;130;1;1;0;1;2;35;201504;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3515;35062;"{ñ c";13;"{ñ c";99;1;99;"{ñ c";29;99;" 7";4922102;2;0;0;NA;NA
1;201502;230440;2015;"19245";251110;52329;3;9;44;16;23;0;8,3;1;2;0;1;2;23;201505;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2303;23016;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 2";4781400;8;0;0;NA;NA
1;201504;240325;2015;"19245";251110;73202;1;9;44;21;29;0;30;1;1;0;1;2;24;201505;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2404;24018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;9;0;0;NA;NA
1;201407;330455;2014;"19245";251110;55220;3;9;44;21;23;0;8;1;1;0;1;2;33;201506;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
2;201407;330455;2014;"19245";251110;55220;3;9;44;21;23;0;8;-1;1;12;1;5;33;201506;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
1;201407;330455;2014;"19245";251110;55220;3;9;44;21;19;0;8,8;1;2;0;1;2;33;201506;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
2;201407;330455;2014;"19245";251110;55220;3;9;44;21;20;0;8;-1;2;13;1;6;33;201506;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
1;201407;330455;2014;"19245";251110;55220;3;9;44;21;22;0;8,8;1;1;0;1;2;33;201506;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";5611203;2;0;0;NA;NA
2;201505;410690;2015;"19245";251110;2135;3;9;44;25;24;0;18;-1;1;13;1;4;41;201507;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";230600;2;0;0;NA;NA
1;201505;240810;2015;"19245";251110;73202;3;9;44;21;28;0;31,86;1;2;0;1;1;24;201509;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2404;24018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;9;0;0;NA;NA
1;201508;410690;2015;"19245";251110;73202;3;9;44;21;44;0;35;1;1;0;1;2;41;201511;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
1;201508;410690;2015;"19245";251110;73202;3;9;30;21;22;0;10,91;1;1;0;1;2;41;201511;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201508;410690;2015;"19245";251110;73202;3;9;44;21;28;0;49,08;-1;1;9;1;6;41;201511;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201508;410690;2015;"19245";251110;73202;3;9;44;21;29;0;31,33;-1;2;9;1;6;41;201511;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201510;410690;2015;"19245";251110;73202;3;9;44;21;44;0;35;-1;1;3;1;6;41;201511;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
1;201510;510787;2015;"19245";251110;74993;3;9;44;19;21;0;14;1;1;0;1;1;51;201601;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";5101;51004;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";8299799;8;0;0;NA;NA
2;201601;260345;2016;"19245";251110;73202;3;9;44;21;24;0;20;-1;1;15;1;4;26;201602;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2605;26017;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 3";7220700;9;0;0;NA;NA
2;201603;240810;2016;"19245";251110;73202;3;9;44;21;26;0;41,37;-1;1;17;1;4;24;201604;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2404;24018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;9;0;0;NA;NA
2;201603;410690;2016;"19245";251110;73202;4;9;44;21;30;0;32,28;-1;2;18;1;4;41;201604;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201603;410690;2016;"19245";251110;73202;4;9;44;21;32;0;30,29;-1;1;10;1;4;41;201604;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201603;410690;2016;"19245";251110;73202;4;9;44;21;24;0;24,23;-1;1;10;1;4;41;201604;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201604;410690;2016;"19245";251110;73202;4;9;36;21;23;0;10,91;-1;1;10;1;4;41;201605;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4110;41037;"{ñ c";999;"{ñ c";99;999;7;"  02";999;1;" 8";7220700;9;0;0;NA;NA
2;201612;270030;2016;"19245";251110;45217;5;9;44;15;30;0;17,86;-1;1;21;1;4;27;201701;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2702;27006;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4120400;2;0;0;NA;NA
2;201612;291080;2016;"19245";251110;74160;2;9;44;19;28;0;30;-1;2;4;1;11;29;201701;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2903;29012;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7490103;8;0;0;NA;NA
2;201612;291080;2016;"19245";251110;74160;2;9;44;19;26;0;30;-1;1;4;1;11;29;201701;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2903;29012;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7490103;8;0;0;NA;NA
2;201603;330280;2016;"19245";251110;73202;3;9;44;21;57;0;18,45;-1;1;16;1;4;33;201703;"{ñ c";"{ñ c";"9999";"{ñ c";"{ñ c";3306;33014;"  99";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;8;0;0;NA;NA
2;201604;330280;2016;"19245";251110;73202;3;9;30;21;39;0;7,89;-1;1;37;1;4;33;201703;"{ñ c";"{ñ c";"9999";"{ñ c";"{ñ c";3306;33014;"  99";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;8;0;0;NA;NA
2;201605;500270;2016;"19245";251110;73202;5;9;44;21;63;0;86,56;-1;1;43;1;6;50;201705;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";5002;50004;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;2;0;0;NA;NA
1;201609;351518;2016;"19245";251110;73202;2;9;44;21;25;0;13;1;2;0;1;2;35;201705;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201611;351518;2016;"19245";251110;73202;2;9;44;21;20;0;8,8;1;1;0;1;25;35;201705;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201701;351518;2017;"19245";251110;73202;2;9;44;21;28;0;20;1;2;0;1;25;35;201705;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201702;351518;2017;"19245";251110;73202;2;9;44;21;34;0;20;1;1;0;1;25;35;201705;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201702;351518;2017;"19245";251110;73202;2;9;44;21;26;0;20;1;1;0;1;25;35;201705;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201703;351518;2017;"19245";251110;73202;2;9;44;21;19;0;9;1;1;0;1;25;35;201705;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201705;130185;2017;"19245";251110;73202;1;9;44;21;29;0;30;1;1;0;1;2;13;201706;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1303;13007;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;9;0;0;NA;NA
1;201705;130185;2017;"19245";251110;73202;1;9;44;21;32;0;30;1;2;0;1;2;13;201706;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1303;13007;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;8;0;0;NA;NA
1;201706;351518;2017;"19245";251110;73202;2;9;44;21;31;0;20;1;1;0;1;25;35;201709;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201706;351518;2017;"19245";251110;73202;2;9;44;21;26;0;27;1;2;0;1;25;35;201709;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201706;351518;2017;"19245";251110;73202;2;9;44;21;28;0;27;1;2;0;1;25;35;201709;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201706;351518;2017;"19245";251110;73202;2;9;44;21;25;0;20;1;2;0;1;25;35;201709;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201711;351518;2017;"19245";251110;73202;3;9;44;21;26;0;27;1;2;0;1;2;35;201801;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201711;351518;2017;"19245";251110;73202;3;9;44;21;28;0;27;1;2;0;1;2;35;201801;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201711;351518;2017;"19245";251110;73202;3;9;44;21;32;0;27;1;2;0;1;25;35;201801;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
1;201711;351518;2017;"19245";251110;73202;3;9;44;21;27;0;27;1;2;0;1;25;35;201801;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;NA;NA
2;201712;230440;2017;"19245";251110;73202;1;9;44;21;23;0;11,44;-1;1;9;1;4;23;201801;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2303;23016;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 2";7220700;8;0;0;NA;NA
1;201712;317130;2017;"19245";251110;74160;5;9;44;19;27;0;40;1;1;0;1;25;31;201801;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3112;31062;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";8550302;8;0;0;NA;NA
2;201712;317130;2017;"19245";251110;74160;5;9;44;19;31;0;42,4;-1;2;12;1;4;31;201801;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3112;31062;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";8550302;8;0;0;NA;NA
1;201802;310620;2018;"19245";251110;74209;3;9;44;19;31;0;11;1;1;0;1;1;31;201803;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3107;31030;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 5";7119702;8;0;0;NA;NA
1;201803;291072;2018;"19245";251110;74993;3;9;44;19;25;0;35;1;2;0;1;2;29;201804;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2907;29032;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";8211300;2;0;0;NA;NA
2;201804;330455;2018;"19245";251110;74128;2;9;44;19;24;0;21,43;-1;1;20;1;4;33;201805;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";3306;33018;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 6";6920601;2;0;0;0;0
1;201712;160030;2017;"19245";251110;52329;3;9;44;16;24;0;10,45;1;2;0;1;2;16;201806;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";1602;16003;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";4781400;9;0;0;0;0
1;201808;351518;2018;"19245";251110;73202;3;9;44;21;29;0;20;1;1;0;1;25;35;201810;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;0;0
1;201808;351518;2018;"19245";251110;73202;3;9;44;21;23;0;20;1;1;0;1;25;35;201810;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;0;0
1;201809;351518;2018;"19245";251110;73202;3;9;44;21;28;0;30;1;1;0;1;25;35;201810;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3507;35030;"{ñ c";4;"{ñ c";99;20;99;"{ñ c";30;99;"{ñ";7220700;2;0;0;0;0
2;201811;292740;2018;"19245";251110;91995;4;9;44;21;33;0;22,54;-1;2;16;1;4;29;201812;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2905;29021;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;" 4";9430800;8;0;0;0;0
1;201904;350590;2019;"19245";251110;92525;1;9;1;21;28;0;30;1;1;0;1;2;35;201905;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3502;35015;"{ñ c";6;"{ñ c";99;42;99;"{ñ c";37;99;"{ñ";9102301;2;0;0;0;1
1;201904;350590;2019;"19245";251110;92525;1;9;1;21;34;0;30;1;1;0;1;1;35;201905;"9999";"{ñ c";"{ñ c";"9999";"{ñ c";3502;35015;"{ñ c";6;"{ñ c";99;42;99;"{ñ c";37;99;"{ñ";9102301;2;0;0;0;1
2;201905;355030;2019;"19245";251110;73202;4;9;44;21;47;0;72,52;-1;2;8;1;4;35;201906;"{ñ c";"{ñ c";"{ñ c";"1200";"{ñ c";3515;35061;"{ñ c";13;"{ñ c";99;1;99;"{ñ c";46;99;" 7";7220700;2;0;0;0;0
2;201905;355030;2019;"19245";251110;73202;4;9;44;21;44;0;85,79;-1;1;32;1;4;35;201906;"{ñ c";"{ñ c";"{ñ c";"1200";"{ñ c";3515;35061;"{ñ c";13;"{ñ c";99;1;99;"{ñ c";46;99;" 7";7220700;2;0;0;0;0
2;201905;355030;2019;"19245";251110;73202;4;9;44;21;40;0;45,11;-1;1;59;1;4;35;201906;"{ñ c";"{ñ c";"{ñ c";"1200";"{ñ c";3515;35061;"{ñ c";13;"{ñ c";99;1;99;"{ñ c";46;99;" 7";7220700;2;0;0;0;0
1;201908;221100;2019;"19245";251110;74209;1;7;44;19;32;0;19,96;1;1;0;1;2;22;201909;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";2202;22003;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7119702;8;0;0;0;0
1;201908;420540;2019;"19245";251110;73202;2;9;44;21;28;0;40;1;1;0;1;2;42;201911;"{ñ c";"{ñ c";"{ñ c";"{ñ c";"{ñ c";4205;42016;"{ñ c";999;"{ñ c";99;999;99;"{ñ c";999;99;"{ñ";7220700;9;0;0;0;0
